dish_id,recipe_index,name,category,is_healthy,preference,image_url,cuisines,ingredients,dietary_tags,spice_level,preparation_time,description,original_recipe_id,original_url
csv_26_chettinad_sweet_pani,26,Chettinad Sweet Paniyaram Recipe - Chettinad Sweet Paniyaram Recipe,Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/CHETTINAD_SWEET_PANIYARAM_1600.jpg,"[""South Indian"",""Hyderabadi""]",[],"[""vegetarian"",""traditional"",""street-food""]",Medium,,"A sweet and crispy paniyaram made with idli dosa mixture, jaggery, coconut, and spices. Chettinad Sweet Paniyaram Recipe is a popular snack from the southern Indian region of Tamil Nadu, known for its rich flavors and textures. Perfect for an evening snack with a cup of Masala Tea or Filter Coffee.",,https://www.archanaskitchen.com/chettinad-sweet-paniyaram-recipe-in-hindi
csv_35_eggless_chocolate_cu,35,Eggless Chocolate Cupcakes With Raspberry & Cheese Frosting,Snack,,Unknown,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Anuja/Eggless_Chocolate_cupcakes_with_raspberry_and_cream_cheese_frosting.jpg,"[""Continental""]",[],[],Mild,,Eggless Chocolate Cupcakes With Raspberry & Cheese Frosting - Continental cuisine.,,https://www.archanaskitchen.com/eggless-chocolate-cupcakes-with-raspberry-and-cream-cheese-frosting-recipe
"csv_33_cabbage,_spinach,_po",33,"Cabbage, Spinach, Pomegranate Slaw with Lemon Dressing Recipe",Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Cabbage_Spinach_Pomegranate_Slaw_with_Lemon_Dressing_Recipe_.jpg,"[""Continentalt"",""Italian"",""Mediterranean"",""Other""]",[],"[""Vegetarian"",""Quick"",""Easy"",""Traditional""]",Mild,,"Cabbage, Spinach, Pomegranate Slaw with Lemon Dressing Recipe - Continental cuisine.",,https://www.archanaskitchen.com/cabbage-spinach-pomegranate-slaw-with-lemon-dressing-recipe
csv_32_sundakkai_and_methi_,32,Sundakkai and Methi Leaves Sambar Recipe - Sundkai Methi Sambar Recipe,Dinner,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Neeru_Srikanth/Sundaikkai__Methi_leaves_sambar.jpg,"[""South Indian""]",[],"[""vegetarian"",""traditional"",""street-food""]",Medium,,Sundakkai and Methi Leaves Sambar Recipe - Sundkai Methi Sambar Recipe - South Indian Recipes cuisine.,,https://www.archanaskitchen.com/sundakkai-and-methi-leaves-sambar-recipe-in-hindi
csv_38_chettinad_style_chic,38,Chettinad Style Chicken Roast Recipe,Dinner,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Chettinad_Style_Chicken_Roast_Recipe_semigravy_1600.jpg,"[""South Indian"",""Hyderabadi""]",[],"[""non-vegetarian"","" spicy"","" traditional""]",Spicy,,"A rich and flavorful dish from the Chettinad region of India, made with marinated chicken cooked in a mixture of spices and herbs.",,https://www.archanaskitchen.com/chettinad-style-chicken-roast-recipe
csv_34_matar_samosa_recipe_,34,Matar Samosa Recipe -Green Pea Samosa,Snack,,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Richa_Gupta/Matar_ke_Samose.jpg,"[""North Indian""]",[],"[""Vegetarian"",""Traditional""]",Medium,,Matar Samosa Recipe -Green Pea Samosa - North Indian Recipes cuisine.,,https://www.archanaskitchen.com/matar-samosa-recipe-green-pea-samosa
csv_36_kerala_pala_pradham_,36,Kerala pala pradham recipe,Breakfast,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/jyothir/Kerala_Palada_Pradhaman.jpg,"[""Kerala""]",[],"[""vegetarian"",""traditional""]",Mild,,Kerala pala pradham recipe - Kerala Recipes cuisine.,,https://www.archanaskitchen.com/kerala-palada-pradhaman-recipe
csv_39_palakottai_kujambu_r,39,Palakottai Kujambu Recipe-Kongunad Style Jackfruit Seeds Curry,Lunch,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/Palakottai_kuzhambu_jackfruit_seeds_curry_recipe.jpg,"[""Tamil Nadu""]",[],"[""vegetarian"",""traditional"",""street-food""]",Mild,,Palakottai Kujambu Recipe-Kongunad Style Jackfruit Seeds Curry - Tamil Nadu cuisine.,,https://www.archanaskitchen.com/palakottai-kuzhambu-recipe-kongunad-style-jackfruit-seeds-curry
csv_40_baingan_bharta_recip,40,Baingan Bharta Recipe - Brinjal Bharta Recipe,Dinner,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Dry/Baingan_Bharta_Sabzi_Recipe_Smoked_Roasted_Eggplant_with_Green_Chillies_and_Ginger-1.jpg,"[""Punjabi""]",[],"[""vegetarian"",""traditional""]",Medium,,Baingan Bharta Recipe - Brinjal Bharta Recipe - Punjabi cuisine.,,https://www.archanaskitchen.com/baingan-bharta-recipe-in-hindi
csv_31_chinese_darsaan_reci,31,Chinese Darsaan Recipe With Ice Cream,Snack,,Unknown,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Articles/Chinese_Darsan_Recipe_Honey_Crispy_Noodles_With_Vanilla_Ice_Cream-4_1_1600.jpg,"[""Indo-Chinese""]",[],"[""Gluten-free"",""Quick"",""Street-food""]",Medium,,Chinese Darsaan Recipe With Ice Cream - Chinese cuisine.,,https://www.archanaskitchen.com/chinese-darsaan-recipe-with-ice-cream
csv_37_tindora_sambharo_rec,37,Tindora Sambharo Recipe - Instant Tendli Pickle,Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Tindora_Sambharo_Recipe_Instant_Tendli_Pickle_-4_1600.jpg,"[""Gujarati""]",[],"[""vegetarian"",""quick"",""easy"",""traditional""]",Mild,,Tindora Sambharo Recipe - Instant Tendli Pickle - Gujarati Recipes﻿ cuisine.,,https://www.archanaskitchen.com/tindora-sambharo-recipe-instant-tendli-pickle
csv_45_makki_and_methi_roti,45,Makki and Methi Roti Recipe,Dinner,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Makki_and_Methi_Roti.jpg,"[""Punjabi""]",[],"[""vegetarian"",""traditional"",""street-food""]",Medium,,Makki and Methi Roti Recipe - Punjabi cuisine.,,https://www.archanaskitchen.com/makki-and-methi-roti-recipe
csv_42_pacha_manga_pachadi_,42,Pacha Manga Pachadi Recipe - Tamil Nadu Raw Mango Pachadi Recipe,Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Tamil_Nadu_Style_Manga_Pachadi_Recipe_Mango_in_Spicy_and_tangy_Curry_Recipe_.jpg,"[""South Indian""]",[],"[""vegetarian"",""traditional"",""street-food""]",Mild,,Pacha Manga Pachadi Recipe - Tamil Nadu Raw Mango Pachadi Recipe - Tamil Nadu cuisine.,,https://www.archanaskitchen.com/pacha-manga-pachadi-recipe-tamil-nadu-raw-mango-pachadi-in-hindi
csv_48_andhra_steel_tomato_,48,Andhra Steel Tomato Knock Recipe (Tomato Chutney),Snack,,Unknown,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/anusha.pariti-gmail.com/Andhra_style_tamati_pachadi_Tomato_Chutney.jpg,"[""Hyderabadi""]",[],"[""Vegetarian""]",Spicy,,Andhra Steel Tomato Knock Recipe (Tomato Chutney) - Andhra cuisine.,,https://www.archanaskitchen.com/andhra-style-tamati-pachadi-recipe-tomato-chutney
csv_49_herbal_brown_rice_re,49,Herbal Brown Rice Recipe - Herbal Brown Rice Recipe,Dinner,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/July-25/Herbed_Brown_Rice_Recipe-3_1600.jpg,"[""Continental""]",[],"[""non-veg"",""rice-dish""]",Spicy,,Herbal Brown Rice Recipe - Herbal Brown Rice Recipe - Continental cuisine.,,https://www.archanaskitchen.com/herbed-brown-rice-recipe-in-hindi
csv_44_whole_wheat_crepe_re,44,Whole Wheat Crepe Recipe With Herbed Vegetables,Breakfast,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/World_Main_Course/Whole_Wheat_Crepe_Recipe_Stuffed_With_Herbed_Vegetables-1.jpg,"[""Coorg""]",[],"[""vegetarian"",""gluten-free"",""easy"",""traditional""]",Mild,,"A soft and fluffy whole wheat crepe filled with herbed vegetables, perfect for a healthy breakfast option. The combination of the delicate crepes and crunchy vegetables will tantalize your taste buds. Serve with a refreshing cold coffee smoothie.",,https://www.archanaskitchen.com/whole-wheat-crepe-recipe-with-herbed-vegetables
csv_46_cabbage_and_carrot_s,46,Cabbage and Carrot Sambharo Recipe - Gujarati Vegetable Stir Fry,Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Anjana_Chaturvedi/Cabbage_and_carrot_sambharo.jpg,"[""Gujarati""]",[],"[""vegetarian"",""traditional""]",Mild,,Cabbage and Carrot Sambharo Recipe - Gujarati Vegetable Stir Fry - Gujarati Recipes﻿ cuisine.,,https://www.archanaskitchen.com/cabbage-and-carrot-sambharo-recipe-gujarati-vegetable-stirfry
csv_43_short_knot_husband_r,43,Short Knot Husband Recipe - Raw Jackfruit & Black Chickpea Stir Fry,Lunch,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/July-25/Mudi_Chekke_Barthad_Recipe_Raw_Jackfruit_Seeds_and_Black_Chickpea_Sabzi-2_1600.jpg,"[""Coorg""]",[],"[""vegetarian"",""easy"",""traditional""]",Medium,,"A flavorful stir-fry made with raw jackfruit and black chickpeas, blended with spices and herbs to create a delicious and aromatic dish.",,https://www.archanaskitchen.com/kodava-style-mudi-chekke-barthad-recipe-raw-jackfruit-black-chickpea-stir-fry
csv_47_whole_wheat_pita_bre,47,Whole Wheat Pita Bread Recipe,Unknown,,Unknown,https://www.archanaskitchen.com/images/archanaskitchen/World_Breads/Whole_Wheat_Pita_Bread_Recipe-2.jpg,"[""Continental""]",[],[],Mild,,Whole Wheat Pita Bread Recipe - Continental cuisine.,,https://www.archanaskitchen.com/whole-wheat-pita-bread-recipe
csv_50_rajasthani_very_roti,50,Rajasthani very roti recipe,Breakfast,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Rajasthani_Khooba_Roti.jpg,"[""Rajasthani""]",[],"[""vegetarian"",""gluten-free"",""traditional""]",Mild,,Rajasthani very roti recipe - Rajasthani cuisine.,,https://www.archanaskitchen.com/rajasthani-khooba-roti-recipe
csv_41_kesar_chai_recipe_-_,41,Kesar Chai Recipe - A Delicious Saffron Flavored Indian Tea,Snack,,Unknown,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Kesai_Chai_Recipe_Indian_Style_Saffron_Tea-1.jpg,"[""North Indian""]",[],"[""street-food""]",Mild,,Kesar Chai Recipe - A Delicious Saffron Flavored Indian Tea - North Indian Recipes cuisine.,,https://www.archanaskitchen.com/kesar-chai-recipe-a-delicious-saffron-flavored-indian-tea
csv_51_peerkangai_thogayal_,51,Peerkangai Thogayal Recipe (Ridge Gourd Peel Chutney),Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Chutneys/Ridge_Gourd_Peel_Chutney_Thogayal_Peerkangai_Recipe-1.jpg,"[""South Indian""]",[],"[""vegetarian"",""traditional""]",Medium,,Peerkangai Thogayal Recipe (Ridge Gourd Peel Chutney) - South Indian Recipes cuisine.,,https://www.archanaskitchen.com/peerkangai-thogayal-recipe-ridge-gourd-peel-chutney
csv_56_spicy_chilli_garlic_,56,Spicy Chilli Garlic Noodles Recipe,Dinner,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/chilly_garlic_noodles_1600.jpg,"[""Asian""]",[],[],Spicy,,Spicy Chilli Garlic Noodles Recipe - Asian cuisine.,,https://www.archanaskitchen.com/spicy-chilli-garlic-noodles-recipe
csv_52_dalia_pakora_recipe_,52,Dalia Pakora Recipe - Dalia Pakora Recipe,Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Dalia_Pakora_Broken_Wheat_Pakora_Recipe-4_1600.jpg,"[""Indian""]",[],"[""vegetarian"",""street-food""]",Mild,,Dalia Pakora Recipe - Dalia Pakora Recipe - Indian cuisine.,,https://www.archanaskitchen.com/dalia-pakora-recipe-broken-wheat-pakora-in-hindi
csv_53_paneer_tikka_saddle_,53,Paneer Tikka Saddle Roll Recipe,Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/Paneer_Tikka_Kathi_Roll_Recipe_video_2_1600.jpg,"[""Bengali"",""Indian""]",[],"[""vegetarian"",""gluten-free""]",Medium,,Paneer Tikka Saddle Roll Recipe - Bengali Recipes cuisine.,,https://www.archanaskitchen.com/paneer-tikka-kathi-roll-recipe
